Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1788816204,9,,Aggregated,5.500000,3.400000,7,8,9,11,14,41,44,54,490,490,490,659,311,7,11.440038543858046,1.458899991121143,485.3171999566257,1285.804248861912
1788816205,9,,Aggregated,5.500000,3.300000,7,8,9,11,14,41,44,54,490,490,490,663,314,7,11.396568175563294,1.458899991121143,485.3171999566257,1280.7119155354449
1788816206,9,,Aggregated,5.200000,3.200000,7,8,9,11,14,41,44,54,490,490,490,668,317,7,11.404686677391629,1.458899991121143,485.3171999566257,1290.8607784431138
1788816207,9,,Aggregated,5.700000,3.700000,7,8,9,11,14,41,44,54,490,490,490,674,321,7,11.353332938478557,1.458899991121143,485.3171999566257,1283.793768545994
1788816208,9,,Aggregated,5.400000,3.600000,7,8,9,11,14,41,44,54,490,490,490,680,325,7,11.306891765579007,1.458899991121143,485.3171999566257,1278.820588235294
1788816209,9,,Aggregated,5.400000,3.500000,7,8,9,11,14,41,44,54,490,490,490,686,329,7,11.25997696884734,1.458899991121143,485.3171999566257,1273.6078717201167
1788816210,9,,Aggregated,5.400000,3.500000,7,8,9,11,14,41,44,54,490,490,490,691,331,7,11.22142749723295,1.458899991121143,485.3171999566257,1267.6830680173662
1788816211,9,,Aggregated,5.200000,3.400000,7,8,9,11,14,41,44,54,490,490,490,699,334,7,11.216460229683726,1.458899991121143,485.3171999566257,1274.6738197424893
1788816212,9,,Aggregated,5.600000,3.600000,7,8,9,11,14,41,44,47,490,490,490,704,336,7,11.236286932712988,1.458899991121143,485.3171999566257,1284.8167613636363
1788816213,9,,Aggregated,5.600000,3.400000,7,8,9,11,14,41,44,47,490,490,490,709,338,7,11.201142455035445,1.458899991121143,485.3171999566257,1279.2919605077575
1788816214,9,,Aggregated,5.200000,3.100000,7,8,9,11,14,41,44,47,490,490,490,715,341,7,11.157485175636838,1.458899991121143,485.3171999566257,1274.1496503496503
1788816215,9,,Aggregated,5.700000,3.300000,7,8,9,11,14,41,44,47,490,490,490,721,343,7,11.171470319686895,1.458899991121143,485.3171999566257,1285.0152565880721
1788816216,9,,Aggregated,5.500000,3.000000,7,8,9,10,14,41,44,47,490,490,490,728,347,7,11.115573627099005,1.458899991121143,485.3171999566257,1277.5494505494505
1788816217,9,,Aggregated,5.700000,2.900000,7,8,9,11,14,41,44,47,490,490,490,733,349,7,11.12753710854674,1.458899991121143,485.3171999566257,1288.4010914051842
1788816218,9,,Aggregated,5.800000,3.000000,7,8,9,11,14,41,44,47,490,490,490,739,352,7,11.087136807286273,1.458899991121143,485.3171999566257,1280.4966170500677
1788816219,9,,Aggregated,5.800000,2.700000,7,8,9,11,14,41,44,47,490,490,490,744,353,7,11.069038172858962,1.458899991121143,485.3171999566257,1278.5725806451612
1788816220,9,,Aggregated,5.800000,2.700000,7,8,9,10,14,41,44,47,490,490,490,747,355,7,11.040844445252715,1.458899991121143,485.3171999566257,1274.5341365461848
1788816221,9,,Aggregated,5.800000,2.500000,7,8,9,10,14,41,43,47,490,490,490,756,359,7,11.017237963627965,1.458899991121143,485.3171999566257,1279.9748677248676
1788816222,9,,Aggregated,5.600000,2.400000,7,8,9,10,14,41,43,47,490,490,490,762,362,7,11.017198163345016,1.458899991121143,485.3171999566257,1288.9435695538057
1788816223,9,,Aggregated,5.600000,2.400000,7,8,9,10,14,41,43,47,490,490,490,766,364,7,10.987993995352058,1.458899991121143,485.3171999566257,1284.9151436031332
1788816224,9,,Aggregated,5.600000,2.400000,7,8,9,10,14,41,43,47,490,490,490,772,366,7,11.013400518797445,1.458899991121143,485.3171999566257,1295.1632124352332
1788816225,9,,Aggregated,5.700000,2.500000,7,8,9,10,14,41,43,47,490,490,490,776,367,7,10.99617190779962,1.458899991121143,485.3171999566257,1292.139175257732
1788816226,9,,Aggregated,5.700000,2.500000,7,8,9,10,14,41,43,47,490,490,490,782,371,7,10.987199744825368,1.458899991121143,485.3171999566257,1299.4053708439897
1788816227,9,,Aggregated,5.500000,2.400000,7,8,9,11,14,41,43,47,490,490,490,789,373,7,10.999537516309772,1.458899991121143,485.3171999566257,1307.0190114068441
1788816228,9,,Aggregated,5.500000,2.400000,7,8,9,10,14,41,43,47,490,490,490,793,375,7,10.97142509506865,1.458899991121143,485.3171999566257,1303.310214375788
1788816229,9,,Aggregated,5.600000,2.400000,7,8,9,11,14,41,43,47,490,490,490,800,378,7,10.97060925050755,1.458899991121143,485.3171999566257,1310.785
1788816230,9,,Aggregated,5.500000,2.400000,7,8,9,10,14,41,43,46,490,490,490,806,381,7,10.925559553770677,1.458899991121143,485.3171999566257,1304.1923076923076
1788816231,9,,Aggregated,5.700000,2.600000,7,8,9,10,14,41,43,46,490,490,490,811,384,7,10.926720962222923,1.458899991121143,485.3171999566257,1311.9728729963008
1788816232,9,,Aggregated,5.800000,2.500000,7,8,9,10,14,41,43,46,490,490,490,818,386,7,10.935741931915597,1.458899991121143,485.3171999566257,1319.1894865525671
1788816233,9,,Aggregated,5.500000,2.400000,7,8,9,10,14,41,43,46,490,490,490,823,388,7,10.90155358482571,1.458899991121143,485.3171999566257,1314.5309842041313
1788816234,9,,Aggregated,5.900000,2.600000,7,8,9,10,14,41,43,46,490,490,490,827,389,7,10.88908331357776,1.458899991121143,485.3171999566257,1313.3313180169287
